MinTemp,MaxTemp,Lluvia,Evaporacion,Sol,VelRafaga,Vel9am,Vel3pm,Hum9am,Hum3pm,Pres9am,Pre3pm,Nub9am,Nub3pm,Temp9am,Temp3pm,LluviaHoy,LluviaMan,Koppen,Estacion
6.4,17,0,2.8,2.7,52,17,19,83,89,1011.1,1006.8,2,6,10.6,15.7,No,Yes,Subtropical,Invierno
20.7,29.1,0,5.2,10.2,33,19,24,73,52,1017.3,1015.3,2,3,23.4,27.6,No,Yes,Temperate,Invierno
-1.5,10.8,0.2,1.6,8.2,24,7,17,89,60,1032.8,1028.8,0,1,2.2,10.5,No,No,Temperate,Invierno
10.5,25.2,12.4,2.4,11.8,30,7,17,84,42,1018.3,1015.5,3,2,17.4,24.2,Yes,No,Subtropical,Primavera
6.1,18.4,0,3.2,8.8,35,22,11,64,56,1023.2,1020.7,1,6,8.8,15.6,No,No,Subtropical,Invierno
1.7,15.5,0.2,2.6,11.3,31,15,4,72,40,1023,1021.4,0,1,9,15,No,No,Temperate,Primavera
12.7,25.4,0,5.2,8.3,24,4,11,62,52,1026.9,1023,5,5,19.4,23.8,No,No,Subtropical,Primavera
7.4,27.6,0,5.8,11.9,35,17,20,15,6,1018,1013.1,1,0,20.6,26.7,No,No,Temperate,Primavera
17.4,22.8,0,5.6,5.1,69,41,44,75,64,1009.6,1012.7,6,6,21.4,21.4,No,Yes,Subtropical,Otoño
3.9,15.5,0.2,2.8,8,43,19,13,55,35,1020.4,1019.9,1,5,10.7,13.5,No,No,Temperate,Primavera
14.7,29.7,0,6.6,10.5,31,13,15,89,45,1018.3,1014.4,5,1,17.9,28,No,No,Temperate,Otoño
7.9,16.9,0,4,2.6,41,13,17,66,83,1016.3,1009.4,7,7,12.3,13.3,No,Yes,Temperate,Primavera
21.1,30.9,0,4,8.8,31,7,26,96,56,1012.7,1008.5,1,1,23.9,30.3,No,No,Temperate,Invierno
17,34.1,0,10.4,12.6,50,13,30,42,20,1006.8,1003.7,3,1,24.5,32.9,No,No,Subtropical,Verano
19.6,25.9,0,5,10.5,44,22,35,56,57,1017.7,1014.8,5,1,21.6,23.5,No,No,Temperate,Invierno
23.1,25.9,22.2,4.4,0,22,9,11,98,91,1012.5,1009.9,8,8,23.9,24.7,Yes,Yes,Subtropical,Otoño
5.2,20.5,0,3.4,9.7,63,24,37,45,32,1013.9,1009.6,6,5,14.6,20.2,No,Yes,Temperate,Invierno
20,25,0,3.4,8.5,26,4,19,78,71,1017.4,1013.1,7,3,22.6,24.1,No,No,Temperate,Invierno
7.5,22.8,0,3.4,10.8,28,17,15,52,37,1022.2,1019.8,0,1,13.3,19.6,No,No,Subtropical,Primavera
11,18.6,0,5,10.9,69,26,28,53,26,1000,1004.4,4,1,17.9,17.2,No,No,Temperate,Primavera
13.9,17.5,0.6,4.4,2.8,48,28,28,63,58,1013.7,1013.4,7,7,16.2,16.3,No,No,Subtropical,Invierno
10.2,18,0,3.4,4.4,35,17,22,69,31,1029.8,1026.1,7,5,12.9,17.2,No,No,Desert,Otoño
17.6,30.7,0,4,8.2,31,7,20,93,43,1008.2,1005,7,1,21,30.2,No,No,Subtropical,Verano
8.4,21.3,0,4.8,9.8,17,4,7,56,34,1019.3,1016.5,0,2,14.7,20.1,No,No,Subtropical,Invierno
4.9,10.2,0.6,2.4,4,65,31,37,79,62,1010.2,1008.5,7,7,6.8,8.3,No,Yes,Temperate,Invierno
18.4,28.7,0,6.8,3,37,9,20,58,40,1020.7,1016.8,7,7,21.9,28.7,No,No,Grassland,Otoño
13.5,22.7,0.4,3.4,7.9,26,7,4,68,53,1014.9,1013.3,2,2,17.5,21.9,No,No,Subtropical,Invierno
17.5,22.4,0,2.8,8.4,26,13,13,67,65,1017.4,1015,6,5,20.6,21.4,No,No,Subtropical,Otoño
24.1,30.4,38.8,5.8,0.1,52,31,35,79,76,1005.9,1003.5,7,7,28.6,30.2,Yes,Yes,Temperate,Verano
10.2,21.8,0,5.2,11,24,7,7,43,27,1020.5,1017.9,1,1,15.8,21,No,No,Subtropical,Invierno
28.1,42.9,0,22.8,8.6,70,26,11,22,14,1014.5,1013.6,7,6,34.9,41.4,No,No,Temperate,Verano
18.1,30.8,0,9.2,10.8,46,31,17,13,9,1018.4,1014.7,2,1,21.1,29.5,No,No,Temperate,Invierno
11.5,27.7,0,4.6,11.4,33,11,9,73,30,1016.4,1011.8,1,1,14.9,25.7,No,No,Temperate,Primavera
15.8,26.3,0,4.6,12.6,37,9,22,67,55,1017.4,1013.4,1,1,19.4,25,No,No,Temperate,Verano
7.7,24.3,0,6.6,12,46,9,20,67,46,1015.7,1013.7,5,1,16.1,22.6,No,No,Temperate,Verano
22.4,31.9,0,6.4,10.7,30,17,19,55,43,1014.9,1010.7,2,1,28.3,31,No,No,Temperate,Primavera
22.7,30.9,5.4,5.2,5.5,41,19,28,71,69,1010.3,1008,5,7,28.9,28.3,Yes,No,Temperate,Verano
21.1,28.7,2.6,7.8,4.9,35,17,20,73,62,1017.9,1014.7,7,7,23.4,27.6,Yes,No,Temperate,Primavera
5.4,13.1,3.8,1.8,1.9,52,17,20,95,90,1008.3,1001.6,7,8,8.6,8.3,Yes,Yes,Temperate,Invierno
10.4,19.2,13.8,2,3.6,31,20,19,91,49,1030.5,1027.4,7,1,13,18.8,Yes,Yes,Subtropical,Invierno
12.1,26.8,1.4,4.2,9.8,43,17,17,61,25,1007.4,1000.6,5,3,16.3,25.4,Yes,Yes,Temperate,Primavera
10.7,27.9,0,5.8,11.3,30,17,9,64,17,1022.1,1019.4,0,5,15,26.6,No,No,Grassland,Otoño
9.3,23.1,0,5.4,11.2,46,15,28,52,51,1024.9,1021.1,1,0,21,21.7,No,No,Subtropical,Primavera
12.5,19,0,5.8,0.1,35,11,17,57,48,1021.7,1020.8,7,7,15.3,18.3,No,No,Temperate,Verano
22.6,27.4,8.6,6,0.5,39,24,19,88,90,1008.6,1006.3,7,8,24.7,25.8,Yes,Yes,Temperate,Verano
9.6,25.9,13.2,2.8,13.2,41,13,20,51,28,1011.7,1008,1,2,15.6,23.4,Yes,No,Temperate,Verano
22.4,34.4,0,10,11,33,9,22,68,38,1015.3,1010.3,1,2,27.3,31.8,No,Yes,Temperate,Primavera
10.7,21.1,0,7.8,3.8,50,33,26,60,38,1007,1007.2,7,7,14.9,18.7,No,No,Temperate,Verano
24,33.3,0,5.4,11.2,37,19,22,78,41,1014.5,1010.8,1,5,26.9,32.9,No,No,Temperate,Otoño
7.1,14.5,4.6,1,4.6,96,31,48,79,57,994.5,1001.5,8,6,8.7,13.9,Yes,Yes,Temperate,Invierno
13.1,20,0,6.6,4.2,80,33,22,38,76,994.9,993.8,5,7,17.5,11.5,No,Yes,Temperate,Primavera
11.3,25.3,0,6.6,12.2,39,9,26,81,52,1008.9,1005.9,3,3,17.7,24,No,No,Temperate,Verano
12.9,27.1,0,10.4,11.3,48,19,24,67,41,1010.5,1007.8,3,6,18.2,26.1,No,No,Temperate,Primavera
13.5,19,9.8,6.8,3.6,50,4,9,83,58,1005.4,1004.1,8,7,14.6,18.2,Yes,Yes,Subtropical,Primavera
10,21.2,0,3.4,11.1,26,20,19,55,54,1030.4,1027.1,0,0,14.1,19,No,No,Subtropical,Primavera
23.8,32.9,0,7.2,11.2,37,19,24,68,40,1013.5,1009.9,2,2,27.4,32.5,No,No,Temperate,Otoño
6.3,20.1,0,2.6,9.2,31,15,13,78,52,1021.3,1019.6,2,3,14.7,18.5,No,No,Temperate,Otoño
21.4,25,19.6,0,1.5,43,17,9,95,94,1009.3,1007.4,8,7,22.4,23.4,Yes,Yes,Subtropical,Otoño
7.8,13.3,0.6,3.6,7.7,59,30,30,70,64,1016.8,1017.4,7,7,12.6,11.3,No,Yes,Temperate,Primavera
9.4,14.8,2,1.2,0.6,28,15,17,89,79,1028.2,1025.1,8,8,11,14.3,Yes,No,Temperate,Invierno
15.9,30.1,0,5.6,10.8,26,9,17,78,35,1013.4,1009.8,0,0,22.2,28.9,No,No,Temperate,Invierno
13.5,30.5,0,6.8,5.5,48,22,26,48,24,1013.2,1009.3,6,7,21.7,29.8,No,No,Temperate,Otoño
20.9,31.7,0,9.2,10.7,35,13,28,56,58,1013.2,1009.8,6,3,28.2,29.9,No,No,Temperate,Otoño
6.6,13.8,7.2,3,6,72,30,39,64,80,1002.5,1003,7,7,9.3,8.8,Yes,Yes,Temperate,Primavera
10.9,19.5,0,6,6.5,44,24,28,63,55,1019.7,1019.2,7,7,13.7,17.7,No,No,Temperate,Verano
5.9,22.3,0,3.8,10.3,37,17,17,45,19,1023.2,1019.6,0,0,13.4,21.1,No,No,Desert,Otoño
11.3,26.6,0,11.2,10.6,35,19,17,53,40,1020.4,1017,1,1,22.4,25.1,No,No,Temperate,Primavera
4.7,15.1,0,2.2,11.7,41,17,20,66,44,1030.2,1028.1,3,6,9.4,14.3,No,No,Temperate,Primavera
12,31.4,0,10.2,13.6,37,7,20,63,12,1014.9,1011.3,2,6,21.3,30.1,No,No,Temperate,Verano
25.9,33.7,0,5.6,11.4,37,15,20,72,36,1013.9,1009.7,5,2,29.4,32.9,No,No,Temperate,Otoño
24.6,31.5,0,9.6,8.5,41,17,30,64,59,1011.7,1008.1,7,5,27.9,29.9,No,No,Temperate,Otoño
14,18.7,5,6.4,0.8,41,31,24,83,57,1025.5,1026.4,7,7,14.7,16.3,Yes,No,Subtropical,Primavera
12.7,30.1,0,4.8,10.4,30,6,13,100,39,1020.5,1017.1,8,1,15.3,28.9,No,No,Temperate,Verano
10.7,14.9,4,0.2,0,26,17,11,99,91,1026.1,1023.9,7,8,11.7,13.2,Yes,No,Temperate,Invierno
7,25,0,6.2,11.6,46,13,26,71,36,1019.7,1019.2,0,1,15.6,24.3,No,No,Temperate,Otoño
26.5,33.1,1.6,3.8,8.2,44,13,17,81,59,1009.5,1006.7,7,7,29.2,32.1,Yes,Yes,Temperate,Verano
12.6,20.7,0,4.6,9.5,35,15,24,79,63,1017.2,1015.8,8,6,14.1,17.6,No,No,Temperate,Primavera
14.6,31.2,0,6,13.3,41,7,20,73,39,1014.7,1010,0,2,20.5,30.1,No,No,Temperate,Verano
4.6,18,0,2.2,6.9,26,4,17,99,65,1025.6,1023.2,8,1,8,17.7,No,No,Temperate,Primavera
16.8,25.1,0,8.2,0.6,72,31,31,57,36,1021.5,1017.4,8,8,18.8,24.9,No,Yes,Subtropical,Otoño
4.5,16.5,0,5,4.2,35,7,11,74,43,1016,1011.8,8,5,8.9,14.7,No,No,Temperate,Primavera
4.5,11.9,0,1.2,4.4,22,6,7,73,59,1021.5,1019.5,7,7,6.1,11.1,No,No,Temperate,Invierno
17,27.5,0,7,10.4,46,30,19,30,24,1020.7,1017.5,2,3,22.1,26.4,No,No,Temperate,Otoño
21.8,31.1,0.4,4.8,11.7,48,9,28,56,70,1008.7,1011.1,3,3,25.4,21.7,No,No,Temperate,Verano
21.2,33.7,0,10.4,10.3,37,22,24,48,30,1000.2,996.5,3,7,28.4,33.5,No,No,Grassland,Verano
17.9,30,0,7,11,30,19,13,57,49,1018.3,1017.5,1,2,21.8,29.5,No,No,Subtropical,Otoño
19.5,31.3,0,9.8,8.2,50,31,24,64,47,1014.9,1012.4,7,6,25,29.9,No,No,Subtropical,Verano
1.5,16.8,0,2.6,10.3,26,9,9,75,46,1039.6,1036.2,0,2,9.3,16.4,No,No,Temperate,Invierno
18.3,34.1,3.2,5.2,9.7,44,13,20,83,42,1012.7,1009.4,6,3,22.6,31.7,Yes,No,Subtropical,Verano
19.8,31.9,0,8,12,24,2,11,55,50,1016.4,1013.1,3,1,26.6,30,No,No,Subtropical,Verano
18.5,25.8,0,5.8,8.9,39,20,24,66,52,1019,1015.4,4,3,21.4,24.8,No,No,Temperate,Invierno
16.2,30.1,0,7.4,11.1,37,19,22,60,45,1016.9,1013.1,1,1,24.1,29,No,No,Temperate,Otoño
23.7,34.3,0,18.4,11.4,76,56,43,41,26,1016.7,1013,4,7,26.1,32.8,No,No,Temperate,Verano
6.8,12.4,2.4,0.8,3.3,46,17,22,96,82,1026.6,1026.8,7,7,8.5,10.2,Yes,No,Temperate,Invierno
21.2,27,0.6,4.6,8.4,31,17,19,77,61,1010.9,1009.6,6,2,23.3,26.1,No,No,Subtropical,Verano
18.1,37.4,0,9.6,13.2,37,13,19,28,29,1012,1008.2,0,0,24.8,35,No,No,Subtropical,Verano
8.8,19.4,0,3.8,10,24,7,15,89,68,1020.4,1020,1,5,13.6,18,No,No,Temperate,Otoño
2.4,18.6,0.2,0.8,9.4,22,11,11,86,40,1030.9,1027.6,0,1,10.5,17.7,No,No,Temperate,Otoño
6.3,22.1,0,2.4,6.1,31,19,15,63,47,1020.6,1017.9,3,7,12.8,19.5,No,Yes,Subtropical,Invierno
13.3,21.5,0.4,6.2,12.4,37,17,17,83,69,1019.1,1021,4,5,17.8,20.4,No,No,Temperate,Verano
7,12.2,2.6,2,5.4,43,24,20,76,74,1009.5,1008.7,5,7,8.8,9.7,Yes,No,Temperate,Invierno
7.4,14.9,27.8,1,8.5,56,19,20,70,48,1017.3,1016.8,1,2,9.8,14.4,Yes,No,Temperate,Invierno
11.5,25,0,4.4,10.9,31,22,19,48,21,1023.8,1019.6,0,0,17.2,24.4,No,No,Desert,Otoño
23.2,34.2,7.6,5.6,4.7,43,15,22,71,65,1010.1,1007.2,7,7,27.6,29.9,Yes,Yes,Temperate,Primavera
21.9,35.1,0,9,10.2,43,22,24,53,30,1012.8,1010.4,3,4,25.9,34,No,Yes,Temperate,Verano
17.1,23.8,15,3.4,2,50,22,28,89,80,1009.5,1009.1,8,8,17.9,20.6,Yes,Yes,Subtropical,Verano
14.1,31.3,0,6.8,5.5,31,7,15,70,28,1012.9,1009,6,7,19.6,30.3,No,No,Temperate,Otoño
18.3,32.9,0,7.4,10.4,31,19,13,37,32,1016.3,1014.3,0,0,26.2,31,No,No,Subtropical,Otoño
16.5,20.8,43.6,4.6,4,57,13,24,89,60,996.2,991.9,7,7,17.5,18.6,Yes,Yes,Subtropical,Otoño
14.6,31,0,4.6,11.3,33,9,7,56,31,1020.4,1014.8,0,1,20.6,30.4,No,No,Subtropical,Otoño
8.5,28.5,0,3.8,6.6,50,30,20,45,30,1011.7,1008,5,7,18.5,27.6,No,No,Temperate,Otoño
4.3,14.5,0,2,3,30,6,13,76,70,1034.3,1031.7,7,7,7.9,13,No,No,Temperate,Invierno
8.8,16.2,1.8,0,0.9,15,7,6,92,71,1021.1,1017.4,7,7,13,16.1,Yes,No,Temperate,Invierno
16.6,21.1,0.4,4,11.4,35,24,22,67,55,1016.1,1015.4,5,1,19.4,19.9,No,Yes,Subtropical,Primavera
8.8,17.5,0,4,6.5,89,61,59,75,51,1014.3,1009.2,7,1,10.4,16.9,No,No,Temperate,Invierno
1.6,16.9,0,1.2,6.4,22,7,6,84,54,1023.2,1020.7,7,4,8.4,16.4,No,No,Temperate,Invierno
9,25.7,0,7.4,11,24,4,13,36,31,1020.4,1018.7,0,0,19.7,23.2,No,No,Subtropical,Invierno
14.6,19,23.6,5.4,0,39,22,26,70,55,1021.4,1021.8,8,7,16.7,17.9,Yes,No,Subtropical,Primavera
13.3,22.1,4.6,3.4,8.8,37,11,13,71,68,1014.4,1014.3,6,7,19.6,20.1,Yes,Yes,Subtropical,Otoño
9.1,19.9,0,2.8,10.7,48,20,20,59,44,1035,1030.9,0,1,12.6,18.8,No,No,Temperate,Invierno
12.5,16.9,0,4.4,1.3,35,20,19,49,37,1028.2,1026.4,7,7,13.9,15.9,No,No,Desert,Otoño
6.7,28.1,0,9.8,11.8,41,28,4,6,1,1020.6,1015.8,0,0,18.9,27.5,No,No,Grassland,Primavera
24.6,34.7,2.8,6,9.7,35,24,22,69,71,1006.5,1002.6,7,7,29.8,31.7,Yes,Yes,Temperate,Verano
13.7,25.5,0,7.4,9.9,35,7,11,68,45,1009.8,1008.7,7,1,17.6,21.9,No,No,Temperate,Verano
11.8,17.1,0,2,0.6,15,2,7,69,76,1028,1025,7,7,15.2,16.7,No,No,Subtropical,Invierno
9.2,19.2,0.2,1.8,2.9,41,13,15,67,58,1006.7,1006.2,8,8,15.7,18.2,No,Yes,Temperate,Otoño
6.7,18.3,0,1.2,9.6,28,19,13,71,54,1027.3,1023.3,1,1,9.1,17.2,No,No,Subtropical,Invierno
20.1,23.7,1.6,4.2,9.8,72,28,41,82,69,1010.5,1011.1,8,3,21,23.4,Yes,No,Subtropical,Verano
6.7,16.9,0,2.4,7.2,41,13,9,65,37,1021.5,1018.6,6,4,8,16.3,No,Yes,Temperate,Invierno
7.5,22.4,0,3.6,10.2,44,17,30,49,19,1026.5,1021.9,1,5,14.1,21.7,No,No,Desert,Invierno
12.3,23,0,4.2,10,26,13,9,53,35,1022.9,1019.6,1,1,16.6,22.5,No,No,Subtropical,Otoño
11,19.7,3.6,1,9.5,24,4,7,100,58,1023.2,1020.1,1,1,12.6,19.4,Yes,No,Temperate,Otoño
7,20.3,0,6.4,10.6,50,20,20,59,21,1018.3,1015.8,0,0,11.8,19.7,No,No,Grassland,Invierno
23.4,33.9,1.6,5.6,7.9,44,11,11,84,49,1012.3,1009.2,7,6,27.8,33,Yes,No,Temperate,Otoño
8.8,15.4,5,3.2,1.6,39,17,20,91,51,1018.3,1018.5,8,8,9.1,13.1,Yes,No,Grassland,Invierno
22.5,26,2.4,7.4,0,69,19,28,70,88,1007,1007.7,8,8,25.2,19.2,Yes,Yes,Subtropical,Otoño
15.7,32.6,0,8,2.8,37,11,11,40,20,1015.8,1012.5,7,7,23.6,31.5,No,No,Temperate,Primavera
16.6,38.3,0,8.8,10.9,35,6,11,16,8,1016.7,1013.5,6,5,29.7,37.1,No,No,Grassland,Otoño
5.2,19,0,3.2,10.5,33,17,19,75,43,1029.1,1025.2,0,0,11.3,18.5,No,No,Grassland,Primavera
10.1,29.5,0,3.8,9.5,33,26,13,46,18,1022.8,1018.2,0,0,16.7,29.1,No,No,Subtropical,Otoño
20.8,32.4,0.2,9,5,54,28,6,89,46,1007.6,1001.7,7,6,21,32.2,No,Yes,Subtropical,Verano
21.9,29.4,0,6.6,6.3,33,15,15,63,51,1016.7,1014.4,7,6,23.7,28.1,No,No,Subtropical,Verano
13.9,23.7,0,3.2,9.5,28,7,13,84,56,1018.6,1016.6,2,3,16.4,22.7,No,Yes,Temperate,Otoño
15.3,28.5,0,7,10.7,17,4,6,61,35,1018.6,1015.5,1,1,22,27.5,No,No,Subtropical,Otoño
22,30.1,0,9.2,12.4,46,26,35,57,57,1015.9,1012.7,2,2,27.8,28.6,No,No,Temperate,Primavera
14,21.1,0,6.6,6.2,37,15,20,58,80,1022.8,1021.1,1,7,19.3,18.5,No,No,Subtropical,Primavera
18.7,31,0,6.6,11,39,15,15,42,27,1014.2,1010.4,2,1,23.2,30.3,No,No,Temperate,Otoño
5.3,11.8,0,0.8,6.5,20,13,7,75,65,1028.2,1025.7,4,6,8.3,11.1,No,No,Temperate,Invierno
12.4,20.7,2.2,1.8,4.8,30,17,17,87,66,1020.9,1016.3,7,5,15.9,19,Yes,No,Subtropical,Invierno
2.8,13.3,0,3.2,2.8,37,9,19,87,95,1015.1,1013.2,7,8,10.2,11.5,No,Yes,Temperate,Primavera
14.9,27,0,12,6.4,33,15,13,76,29,1020.3,1019.4,7,7,16.1,24.5,No,No,Grassland,Primavera
15.8,24.6,25.6,1,10.1,37,7,22,84,59,1015.1,1015,3,2,19.8,23.7,Yes,No,Subtropical,Otoño
9.4,23,0,2.4,10.3,39,20,30,58,63,1019.8,1014.8,4,3,18.3,20,No,No,Subtropical,Invierno
8.5,24.5,0,5.2,10.7,33,9,22,54,28,1018.2,1015.4,1,1,18.6,22.7,No,No,Temperate,Invierno
5.4,11.3,0.2,3,7.9,50,26,22,54,44,1013.2,1010.1,2,4,7.4,10.8,No,Yes,Temperate,Invierno
16.5,20.9,9.4,4,0.1,43,11,17,94,76,1020.8,1019.8,8,8,17.1,18.5,Yes,Yes,Temperate,Otoño
7.6,14.2,0,1,4.8,24,9,13,82,66,1030.5,1027.5,8,7,9.9,13.6,No,No,Temperate,Otoño
9,24.1,7.2,7,8.1,70,19,17,66,27,1002.8,993.7,1,5,14.2,23.1,Yes,Yes,Grassland,Primavera
4.1,14.4,0,1.4,6,33,20,19,67,65,1027.2,1023.7,7,7,9.3,13.1,No,No,Temperate,Primavera
10.9,16.6,0.8,2.2,6.7,56,26,30,81,69,1026.1,1025.1,7,7,14.4,15.5,No,No,Temperate,Otoño
8.8,22.2,3,3.6,10.1,44,20,7,45,30,1004.3,1003.8,3,6,14.7,21.1,Yes,No,Temperate,Primavera
14.7,16.6,18.2,3,3.4,24,11,17,97,93,1018.1,1016.3,8,8,15.1,16,Yes,Yes,Desert,Otoño
18.6,31,0,7.2,11,31,9,20,65,44,1015.6,1011.1,2,3,25.4,29.7,No,No,Temperate,Primavera
12.8,18.5,25.8,2.8,0.6,28,13,13,91,79,1014,1014.9,8,8,14,16.8,Yes,No,Temperate,Primavera
9.9,16.7,9.8,2,6.1,46,9,17,81,62,1015.9,1014.3,5,6,13,15,Yes,Yes,Subtropical,Invierno
11.4,16.5,0,3.2,3.1,63,33,33,66,58,1010.4,1008,7,7,12,15.9,No,No,Temperate,Invierno
24.4,42.2,0,8.4,12.4,59,13,39,48,19,1009.9,1006.2,6,1,33.2,41.1,No,No,Subtropical,Verano
6.4,29.8,0,5.4,6.9,50,20,22,50,36,1015.8,1010.3,4,7,19.8,25.7,No,No,Subtropical,Primavera
17.9,36.3,0,10,8.8,35,7,17,68,37,1020,1017.5,3,7,23.5,34.9,No,No,Temperate,Verano
14.7,19.5,0,5,10.1,39,22,22,72,71,1015.9,1013.2,6,4,17.4,18.8,No,No,Subtropical,Invierno
3.3,20.5,0,2.4,10,28,11,13,67,35,1023.1,1019,1,1,11.9,19.8,No,No,Subtropical,Invierno
12.7,21.1,0.8,2.6,9.4,43,20,24,52,39,1021.7,1017.5,7,1,15,20.7,No,No,Grassland,Primavera
9.1,15.3,0.6,3.8,4.9,65,24,28,79,47,1019.1,1021.4,7,7,11.9,13.4,No,Yes,Temperate,Otoño
26.3,33.9,0,6.8,10.2,35,15,28,72,59,1012.6,1008.8,2,2,29.8,32.6,No,No,Temperate,Primavera
13.7,27,0,10,10.7,48,11,30,65,56,1020.8,1019.4,2,2,23.1,26.3,No,No,Subtropical,Verano
5.8,10.4,3.2,3,9.9,54,17,31,78,46,1025.6,1025.9,4,5,6.5,8.9,Yes,Yes,Temperate,Primavera
23.9,28.2,0,10.8,1.7,39,15,15,44,53,1008.5,1009.9,8,8,26.8,26.2,No,Yes,Grassland,Verano
17.7,32.5,0,8.8,11.8,41,17,19,52,15,1021.9,1018.1,0,3,22.4,32.1,No,No,Subtropical,Otoño
10.7,20,0,0.8,7.5,41,15,19,92,83,1024.9,1023.9,2,3,12.7,17.1,No,No,Subtropical,Invierno
19.6,24.3,12,7,5.8,59,30,28,82,71,1018.6,1018.5,7,7,21.4,23.5,Yes,No,Subtropical,Otoño
11.1,31.9,0,8,12.9,43,15,7,46,14,1019.8,1015.3,1,4,21.1,29.7,No,No,Temperate,Verano
16.8,31.1,0,13,13.7,35,24,17,57,26,1014.2,1013,1,1,19.6,29.7,No,No,Grassland,Verano
24.5,36.7,0,10.2,11.4,48,17,24,23,33,1006.1,1003.1,1,1,30.6,34.5,No,No,Temperate,Verano
16.5,31.6,0,8,7.6,50,20,13,43,20,1021.5,1017.2,6,7,21.1,29,No,No,Subtropical,Primavera
8.5,16.4,20.6,3.8,2,63,9,22,90,86,1011.2,1015,8,7,9.3,13.3,Yes,Yes,Temperate,Otoño
21.8,31.7,0,8.8,11.1,44,28,22,44,40,1012.3,1009.1,1,2,24.5,30.9,No,No,Temperate,Otoño
5.1,19.5,0,2.8,9.7,33,6,15,61,36,1019.2,1017.8,1,3,11.1,18.5,No,No,Subtropical,Invierno
11.8,24.5,0,4,10.4,46,22,30,65,44,1016.8,1015.9,2,5,17.5,22,No,No,Temperate,Verano
5.1,15.9,1,1.6,10.1,43,24,20,79,46,1017.8,1014.5,1,4,8.5,15.6,No,No,Temperate,Invierno
15.9,20.8,6,5,8.7,50,20,24,60,61,1022.6,1021,4,3,18.6,19.4,Yes,No,Subtropical,Otoño
16.8,21.9,0.2,0.8,0.4,26,15,7,93,74,1017.7,1015.1,8,8,17.9,21.2,No,No,Temperate,Otoño
17.3,22.3,0,7.2,4.5,56,20,17,59,94,1017.6,1016,7,7,21.1,16,No,Yes,Temperate,Primavera
16.6,25.9,0,9.4,3.8,57,13,11,43,29,1016.2,1015.1,7,6,18.7,24.4,No,Yes,Temperate,Verano
18.1,29.8,0,11.4,12.7,37,19,13,40,16,1015,1013,1,1,20.7,28.1,No,No,Temperate,Verano
14.8,33.2,0,16,11.1,52,26,20,43,12,1017.5,1014.6,2,1,16.9,29.8,No,No,Grassland,Verano
15.3,28,0,7.8,11.4,46,17,33,56,26,1017.7,1014.2,1,1,23,26.7,No,No,Temperate,Invierno
19.3,21.9,3.4,6.8,0.4,57,33,24,71,93,1008.4,1009.5,6,7,21.5,18.4,Yes,Yes,Subtropical,Verano
7.4,14.6,1,1.8,9.8,57,31,30,60,43,1025.7,1026.2,2,2,10.1,14.5,No,No,Subtropical,Invierno
25.4,41.5,0,14.6,12.7,35,7,20,14,5,1020,1016.5,0,1,32.3,41.2,No,No,Desert,Primavera
10.8,13.4,0.2,1.8,1.9,57,9,7,56,76,1021.5,1022.5,7,7,12.7,12,No,No,Temperate,Invierno
12.3,20.1,0.4,7.2,8.6,67,28,39,42,40,999.1,998.3,6,3,16.1,17.3,No,No,Subtropical,Primavera
12.7,18,0.6,5,4.9,35,13,19,70,67,1017.5,1017.7,7,7,13.9,16.9,No,No,Temperate,Otoño
6.9,15.7,4,2,9.4,39,9,11,68,47,1023.4,1022.9,1,1,11.2,15,Yes,No,Subtropical,Invierno
20.2,25.3,1,6.6,0.6,37,17,17,82,66,1013.5,1012.1,8,7,21.2,23.6,No,No,Subtropical,Verano
22.1,35.3,0,13.6,12.1,41,17,22,25,17,1007.8,1006.4,3,5,28.4,33.5,No,No,Grassland,Primavera
24.6,33.4,0,9.2,11.2,41,17,22,66,50,1012,1009.3,3,5,29.2,32.1,No,No,Temperate,Verano
11.4,25.6,0,5,10.9,26,7,9,46,25,1020.3,1016.3,0,0,18.9,24.7,No,No,Temperate,Otoño
21.9,33.2,0,5.2,10.8,37,20,13,72,39,1015.2,1011.7,2,2,25.1,31.7,No,No,Temperate,Invierno
9.9,20.1,0.2,4.4,6.6,37,19,26,54,52,1019.2,1018.7,7,2,14.4,18.1,No,No,Temperate,Verano
10.2,26.6,0,8,13,39,17,13,48,16,1023,1019.8,4,2,14.2,25.2,No,No,Temperate,Verano
6.1,19.9,0,2.2,10.8,30,6,15,55,43,1025.7,1022.6,1,2,15.4,18.9,No,No,Subtropical,Primavera
10.4,23.5,0,5.6,10,44,13,24,63,32,1018.8,1014.3,1,1,15.4,23.1,No,No,Desert,Otoño
16,33.6,0,13.2,11.9,43,15,15,26,16,1013.2,1009.8,1,1,25.9,32.1,No,No,Grassland,Otoño
4.2,15,0,3,5.6,41,19,26,65,67,1011.4,1009.5,7,8,10,11.8,No,Yes,Temperate,Primavera
12.7,29.6,0,5.8,13.2,24,2,11,67,53,1016.6,1012.5,1,0,17.8,25.9,No,No,Temperate,Verano
4.2,13.1,0.2,1.6,4.6,35,15,20,87,61,1022.4,1021.4,0,7,7.9,12.2,No,No,Grassland,Otoño
10.9,21.3,0,2,5.2,46,15,22,65,41,1018.2,1013.3,5,7,14.6,20.1,No,No,Temperate,Otoño
9.7,29,0,7.4,12.3,33,9,20,51,31,1011.9,1010.3,6,2,19.4,27.1,No,No,Temperate,Verano
